,Title,Published_at,Date,Time,views,Likes,Comment,Month,Youtuber_Name
1198,Tutorial 10-Components Of Hadoop- Big Data Tutorial,2020-03-07T16:12:29Z,3/7/2020,16:12:29Z,3747,58,7,Mar,KrishNaik
1199,Tutorial 9- Introduction To Hadoop - Big Data Tutorial,2020-03-07T16:11:53Z,3/7/2020,16:11:53Z,2961,72,8,Mar,KrishNaik
1200,Tutorial 8-What Are The Problems IN Scaling Out- Big Data Tutorial,2020-03-07T16:11:37Z,3/7/2020,16:11:37Z,2625,49,5,Mar,KrishNaik
1201,Live Q&A Data Science,2020-03-07T15:22:57Z,3/7/2020,15:22:57Z,3884,258,23,Mar,KrishNaik
1202,"Tutorial 41-Performance Metrics(ROC,AUC Curve) For Classification Problem In Machine Learning Part 2",2020-03-06T12:53:31Z,3/6/2020,12:53:31Z,152137,3735,165,Mar,KrishNaik
1203,Tutorial 40- Decision Tree Split For Numerical Feature,2020-03-06T11:18:08Z,3/6/2020,11:18:08Z,82426,2073,93,Mar,KrishNaik
1204,Tutorial 7- What Is Scaling In Scaling Out- Big Data Tutorial,2020-03-06T03:39:57Z,3/6/2020,03:39:57Z,10605,141,10,Mar,KrishNaik
1205,Tutorial 39- Gini Impurity Intuition In Depth In Decision Tree,2020-03-05T14:46:02Z,3/5/2020,14:46:02Z,105827,2608,103,Mar,KrishNaik
1206,Tutorial 6-  Understanding Of Basic Hadoop Commands-Big Data Tutorial,2020-03-05T06:13:58Z,3/5/2020,06:13:58Z,3015,47,2,Mar,KrishNaik
1207,Tutorial 5- Understanding Hadoop Command Linux- Big Data Tutorial,2020-03-05T02:53:16Z,3/5/2020,02:53:16Z,7620,136,7,Mar,KrishNaik
1208,Tutorial 4- Basics  Of Linux And Practical Implementation- Big Data Tutorial,2020-03-04T18:37:55Z,3/4/2020,18:37:55Z,6772,125,15,Mar,KrishNaik
1209,Tutorial 3- Hadoop System Setup- Big Data Tutorial,2020-03-04T17:42:43Z,3/4/2020,17:42:43Z,13974,207,40,Mar,KrishNaik
1210,Tutorial 2- What All You Will Learn In This Big Data Series,2020-03-03T18:38:41Z,3/3/2020,18:38:41Z,12476,307,29,Mar,KrishNaik
1211,Tutorial 1- Introduction of Big Data- Part 1,2020-03-03T17:44:03Z,3/3/2020,17:44:03Z,29135,492,49,Mar,KrishNaik
1212,Tutorial 38- Decision Tree Information Gain,2020-03-03T16:03:13Z,3/3/2020,16:03:13Z,147507,3690,191,Mar,KrishNaik
1213,Custom Ensemble Approach To Solve Machine Learning Problems,2020-03-02T16:14:45Z,3/2/2020,16:14:45Z,3121,118,14,Mar,KrishNaik
1214,Tutorial 5- MongoDb With Python- Updating Records|Data Science,2020-02-29T09:46:42Z,2/29/2020,09:46:42Z,10062,196,21,Feb,KrishNaik
1215,Tutorial 4- MongoDb With Python- Querying Json Documents|Data Science,2020-02-29T06:41:36Z,2/29/2020,06:41:36Z,18973,321,19,Feb,KrishNaik
1216,Why And How Did I Get Into Data Science? Sharing My Data Science Experience In 20 min,2020-02-28T14:36:58Z,2/28/2020,14:36:58Z,2981,168,23,Feb,KrishNaik
1217,Follow These Steps To Be Successful In IT Industries,2020-02-27T16:11:19Z,2/27/2020,16:11:19Z,8295,450,11,Feb,KrishNaik
1218,Tutorial 36- Logistic Regression Indepth Intuition- Part 2| Data Science,2020-02-26T17:49:29Z,2/26/2020,17:49:29Z,149865,3521,270,Feb,KrishNaik
1219,Tutorial 35- Logistic Regression Indepth Intuition- Part 1| Data Science,2020-02-25T17:37:06Z,2/25/2020,17:37:06Z,206835,4697,170,Feb,KrishNaik
1220,Live Q&A Data Science,2020-02-23T15:35:51Z,2/23/2020,15:35:51Z,4122,295,22,Feb,KrishNaik
1221,Sales Chat Bot Project Using Rasa NLU| Data Science,2020-02-23T10:58:29Z,2/23/2020,10:58:29Z,16483,301,23,Feb,KrishNaik
1222,Resume Discussion for Data Science Role,2020-02-22T14:37:06Z,2/22/2020,14:37:06Z,5009,187,24,Feb,KrishNaik
1223,Be A Guiding Star- Never Give Up|Saturday Motivation,2020-02-22T03:00:03Z,2/22/2020,03:00:03Z,2869,265,43,Feb,KrishNaik
1224,Create Basic Conversational AI Chatbot using RASA NLU,2020-02-21T04:59:22Z,2/21/2020,04:59:22Z,73812,1145,105,Feb,KrishNaik
1225,How To Learn Maths For Data Science By Self Study And For Free,2020-02-20T13:57:05Z,2/20/2020,13:57:05Z,38694,1556,58,Feb,KrishNaik
1226,How To Learn Statistics By Self Study And For Free,2020-02-18T13:37:24Z,2/18/2020,13:37:24Z,42221,1472,65,Feb,KrishNaik
1227,30 Days Interview Challenge For Data Science- Ft: Ineuron,2020-02-17T14:45:42Z,2/17/2020,14:45:42Z,8508,429,39,Feb,KrishNaik
1228,Skillset Of Data Scientist In 2020 (Do not Miss this Video),2020-02-16T12:57:54Z,2/16/2020,12:57:54Z,82385,3435,184,Feb,KrishNaik
1229,How To Translate Business Ideas Into Data Science Solutions,2020-02-15T11:13:57Z,2/15/2020,11:13:57Z,2846,155,8,Feb,KrishNaik
1230,Advance House Price Prediction-Feature Selection,2020-02-15T03:03:04Z,2/15/2020,03:03:04Z,44912,725,96,Feb,KrishNaik
1231,Skillset Of Data Analyst in 2020,2020-02-13T17:06:43Z,2/13/2020,17:06:43Z,32632,1187,68,Feb,KrishNaik
1232,Interview Discussion- Solution For Tea Crop Prediction,2020-02-11T16:02:14Z,2/11/2020,16:02:14Z,6518,296,31,Feb,KrishNaik
1233,Silver Play Button Unboxing #100k Subscribers strong,2020-02-10T14:33:00Z,2/10/2020,14:33:00Z,3832,381,130,Feb,KrishNaik
1234,Live Q&A Join Our Affordable AI Course,2020-02-09T15:21:41Z,2/9/2020,15:21:41Z,7300,305,52,Feb,KrishNaik
1235,Interview Discussion For Data Science- Solve This Use Case,2020-02-09T14:15:20Z,2/9/2020,14:15:20Z,13596,357,40,Feb,KrishNaik
1236,How To Become A Data Analytics Manager(Rarest Role In Data Science),2020-02-08T16:22:20Z,2/8/2020,16:22:20Z,10093,269,24,Feb,KrishNaik
1237,Tutorial 3- How To Connect Python With MongoDb- Pymongo Installation,2020-02-07T14:19:54Z,2/7/2020,14:19:54Z,33299,441,38,Feb,KrishNaik
1238,Advance House Price Prediction-Feature Engineering Part 2,2020-02-06T15:30:53Z,2/6/2020,15:30:53Z,49557,781,210,Feb,KrishNaik
1239,Tutorial 2- MongoDb Installation And Basic CRUD Operations,2020-02-06T02:49:42Z,2/6/2020,02:49:42Z,22718,360,26,Feb,KrishNaik
1240,Tutorial 1- Why Do We Require MongoDB,2020-02-05T14:46:04Z,2/5/2020,14:46:04Z,35385,777,33,Feb,KrishNaik
1241,Different Type Of Criticism And How To Handle Them?- Motivation,2020-02-04T17:47:54Z,2/4/2020,17:47:54Z,3396,233,38,Feb,KrishNaik
1242,Advance House Price Prediction-Feature Engineering Part 1,2020-02-03T14:27:01Z,2/3/2020,14:27:01Z,60027,975,92,Feb,KrishNaik
1243,Live Q&A ANSWERING YOUR QUESTIONS,2020-02-02T16:15:29Z,2/2/2020,16:15:29Z,3877,172,16,Feb,KrishNaik
1244,Gartner Hype Cycle For Artificial Intelligence 2019,2020-02-02T14:58:45Z,2/2/2020,14:58:45Z,2602,68,7,Feb,KrishNaik
1245,"Is Data Science, Machine Learning, Deep Learning Evergreen Jobs?",2020-02-01T16:31:52Z,2/1/2020,16:31:52Z,13665,266,53,Feb,KrishNaik
1246,Advance House Price Prediction- Exploratory Data Analysis- Part 2,2020-02-01T02:57:50Z,2/1/2020,02:57:50Z,67977,1283,137,Feb,KrishNaik
1247,Advance House Price Prediction- Exploratory Data Analysis- Part 1,2020-01-31T06:48:07Z,1/31/2020,06:48:07Z,215033,2707,240,Jan,KrishNaik
1248,How Should You Go Ahead In Preparing Data Science Interviews,2020-01-30T10:48:26Z,1/30/2020,10:48:26Z,6574,415,41,Jan,KrishNaik
1249,How To Decide Whether Data Science Is Right For You?,2020-01-29T17:34:33Z,1/29/2020,17:34:33Z,30410,782,176,Jan,KrishNaik
1250,Tutorial 6- Data Transformation Using QlikSense,2020-01-29T10:13:13Z,1/29/2020,10:13:13Z,3930,44,7,Jan,KrishNaik
1251,Impact Of Artificial Intelligence On HealthCare,2020-01-28T16:57:08Z,1/28/2020,16:57:08Z,5150,187,19,Jan,KrishNaik
1252,Tutorial 5- QlikSense Hubs And Dashboard,2020-01-28T08:15:47Z,1/28/2020,08:15:47Z,2748,31,4,Jan,KrishNaik
1253,Tutorial 34- Performance Metrics For Classification Problem In Machine Learning- Part1,2020-01-27T17:19:52Z,1/27/2020,17:19:52Z,197799,4667,239,Jan,KrishNaik
1254,Step By Step Action Plan For Learning Data Science in 2020,2020-01-26T14:10:52Z,1/26/2020,14:10:52Z,247356,8854,435,Jan,KrishNaik
1255,Salary Of Data Scientist In India And US In 2020,2020-01-25T17:08:23Z,1/25/2020,17:08:23Z,173684,4225,333,Jan,KrishNaik
1256,We Reached 100k Subscribers. This Video is Dedicated To You All,2020-01-25T05:31:39Z,1/25/2020,05:31:39Z,1781,174,43,Jan,KrishNaik
1257,Tutorial 4- QlikSense Installation- Business Intelligence,2020-01-23T17:19:29Z,1/23/2020,17:19:29Z,2731,40,10,Jan,KrishNaik
1258,"Tutorial 33- P Value,T test, Correlation Implementation with Python- Hypothesis Testing",2020-01-23T13:44:17Z,1/23/2020,13:44:17Z,127031,2113,132,Jan,KrishNaik
1259,How To Do I Manage My Time Apart from My Professional Life,2020-01-22T17:42:29Z,1/22/2020,17:42:29Z,4371,232,35,Jan,KrishNaik
1260,Tutorial 3- Who are the End Users Of BI Visualization Tools- QlikSense Tutorial,2020-01-22T12:14:19Z,1/22/2020,12:14:19Z,2420,21,2,Jan,KrishNaik
1261,Tutorial 2- Why BI Visualization Tools Are Required?,2020-01-22T06:54:42Z,1/22/2020,06:54:42Z,5460,71,16,Jan,KrishNaik
1262,Tutorial 1- What is Data Visualization and Its Importance?,2020-01-21T17:36:21Z,1/21/2020,17:36:21Z,23107,288,19,Jan,KrishNaik
1263,What is Data Leakage In Machine Learning?,2020-01-20T15:52:11Z,1/20/2020,15:52:11Z,31503,1631,90,Jan,KrishNaik
1264,LiveQ&A,2020-01-20T15:46:20Z,1/20/2020,15:46:20Z,3204,186,20,Jan,KrishNaik
1265,How To Debug Python Code In Spyder IDE,2020-01-20T12:52:50Z,1/20/2020,12:52:50Z,65429,655,34,Jan,KrishNaik
1266,Make_Pipelines using Sklearn- Hyperparameter Tuning - Machine Learning,2020-01-17T14:12:10Z,1/17/2020,14:12:10Z,2953,82,9,Jan,KrishNaik
1267,Tutorial 7: Deploying Machine Learning Models In Azure Cloud,2020-01-17T03:33:51Z,1/17/2020,03:33:51Z,50616,731,52,Jan,KrishNaik
1268,Performing Hyper Parameter Tuning Using Pipeline In Sklearn- Machine Learning,2020-01-15T16:49:35Z,1/15/2020,16:49:35Z,21154,482,28,Jan,KrishNaik
1269,Creating Pipelines Using SKlearn- Machine Learning Tutorial,2020-01-14T16:44:28Z,1/14/2020,16:44:28Z,79548,1940,94,Jan,KrishNaik
1270,Tutorial 6 :Deployment of Machine Learning Models in Google Cloud Platform,2020-01-12T11:24:31Z,1/12/2020,11:24:31Z,74479,1162,75,Jan,KrishNaik
1271,"Tutorial 32- All About P Value,T test,Chi Square Test, Anova Test  and When  to Use What?",2020-01-10T17:49:18Z,1/10/2020,17:49:18Z,421376,8609,279,Jan,KrishNaik
1272,Top PGDM Colleges For Data Science In India,2020-01-10T13:17:48Z,1/10/2020,13:17:48Z,19361,373,73,Jan,KrishNaik
1273,Best Python Books To Read In 2020,2020-01-10T03:56:56Z,1/10/2020,03:56:56Z,5223,166,14,Jan,KrishNaik
1274,Colleges For Msc In Data Science and Big Data Analytics In India,2020-01-09T13:15:21Z,1/9/2020,13:15:21Z,44529,794,189,Jan,KrishNaik
1275,Auto Sklearn Tutorial- Quickly Selecting Machine Learning Algorithm and HyperTuning It,2020-01-09T03:15:02Z,1/9/2020,03:15:02Z,11648,304,35,Jan,KrishNaik
1276,Story Telling- Important Aspects In Data Science,2020-01-08T16:23:31Z,1/8/2020,16:23:31Z,12647,502,17,Jan,KrishNaik
1277,"Tutorial 31- Hypothesis Test, Type 1 Error, Type 2 Error",2020-01-06T18:19:05Z,1/6/2020,18:19:05Z,231581,4782,130,Jan,KrishNaik
1278,Ethics And Data Science- Must Read Book For Data Science Aspirants,2020-01-05T05:02:11Z,1/5/2020,05:02:11Z,3627,166,11,Jan,KrishNaik
1279,Best Free Data Sets For Data Science Projects,2020-01-04T11:30:55Z,1/4/2020,11:30:55Z,24861,894,30,Jan,KrishNaik
1280,Best Free Books For Learning Data Science in 2020,2020-01-04T04:41:36Z,1/4/2020,04:41:36Z,53627,1774,72,Jan,KrishNaik
1281,Tutorial 32- Problems In Simple Recurrent Neural Network,2020-01-03T03:54:16Z,1/3/2020,03:54:16Z,64559,1417,87,Jan,KrishNaik
1282,Tutorial 31- Back Propagation In Recurrent Neural Network,2020-01-02T17:22:59Z,1/2/2020,17:22:59Z,87336,2067,104,Jan,KrishNaik
1283,Important Steps To Improve Your Programming Skills,2019-12-29T08:13:09Z,12/29/2019,08:13:09Z,7137,332,52,Dec,KrishNaik
1284,Tutorial 30- Recurrent Neural Network Forward Propogation With Time,2019-12-27T18:05:44Z,12/27/2019,18:05:44Z,100985,2579,133,Dec,KrishNaik
1285,Last Live Q&A Of 2019,2019-12-27T15:48:17Z,12/27/2019,15:48:17Z,3049,171,11,Dec,KrishNaik
1286,The Tree-Based Pipeline Optimization Tool (TPOT) AutoML- Genetic Programming,2019-12-26T05:26:38Z,12/26/2019,05:26:38Z,7758,236,46,Dec,KrishNaik
1287,Tutorial 29- Why Use Recurrent Neural Network and Its Application,2019-12-25T17:34:35Z,12/25/2019,17:34:35Z,134631,2882,68,Dec,KrishNaik
1288,Some Important Suggestions For Data Science Aspirants,2019-12-25T06:16:51Z,12/25/2019,06:16:51Z,8998,465,73,Dec,KrishNaik
1289,"Tutorial 28- Create CNN Model Using Transfer Learning using Vgg 16, Resnet",2019-12-23T07:25:21Z,12/23/2019,07:25:21Z,143211,2701,175,Dec,KrishNaik
1290,Tutorial 27- Create CNN Model and Optimize using Keras Tuner- Deep Learning,2019-12-23T03:51:41Z,12/23/2019,03:51:41Z,96143,1573,130,Dec,KrishNaik
1291,Should We Use Machine Learning or Deep Learning For Data Science Project?,2019-12-22T16:04:17Z,12/22/2019,16:04:17Z,19346,923,57,Dec,KrishNaik
1292,Machine Learning Project Vs Deep Learning Project,2019-12-21T17:08:30Z,12/21/2019,17:08:30Z,8020,315,26,Dec,KrishNaik
1293,Tutorial 26- Create Image Dataset using Data Augmentation using Keras-Deep Learning-Data Science,2019-12-21T10:58:50Z,12/21/2019,10:58:50Z,111777,1720,117,Dec,KrishNaik
1294,Step By Step Understanding Of Implementing Data Science Project,2019-12-20T17:26:45Z,12/20/2019,17:26:45Z,77652,3024,92,Dec,KrishNaik
1295,Tutorial 25- Data Augmentation In CNN-Deep Learning,2019-12-19T17:12:28Z,12/19/2019,17:12:28Z,65165,1573,48,Dec,KrishNaik
1296,Fresher and Experienced Professional Has This Common Question Regarding Data Science?,2019-12-18T16:07:20Z,12/18/2019,16:07:20Z,6517,301,24,Dec,KrishNaik
1297,Data Science In Cyber Security In 2020,2019-12-17T16:31:54Z,12/17/2019,16:31:54Z,15945,516,37,Dec,KrishNaik
1298,Thank You All For Sharing Your Knowledge,2019-12-16T15:31:13Z,12/16/2019,15:31:13Z,1752,123,26,Dec,KrishNaik
1299,Data Science Q&A LIVE,2019-12-15T15:29:27Z,12/15/2019,15:29:27Z,4517,265,22,Dec,KrishNaik
1300,Best Youtube Channels To Study Data Science For Free,2019-12-15T08:01:45Z,12/15/2019,08:01:45Z,62381,3203,152,Dec,KrishNaik
1301,Various Roles and Responsibilities in Data Science,2019-12-14T16:39:37Z,12/14/2019,16:39:37Z,3010,136,14,Dec,KrishNaik
1302,Tutorial 28- Ridge and Lasso Regression using Python and Sklearn,2019-12-11T18:09:50Z,12/11/2019,18:09:50Z,95952,1519,105,Dec,KrishNaik
1303,Tutorial 27- Ridge and Lasso Regression Indepth Intuition- Data Science,2019-12-10T19:54:33Z,12/10/2019,19:54:33Z,238279,5642,361,Dec,KrishNaik
1304,Tutorial 26- Linear Regression Indepth Maths Intuition- Data Science,2019-12-08T17:00:03Z,12/8/2019,17:00:03Z,264240,5280,309,Dec,KrishNaik
1305,Data Science General Q&A,2019-12-08T14:59:27Z,12/8/2019,14:59:27Z,3531,166,18,Dec,KrishNaik
1306,"Data Scientist, Domain Expertise, Data Engineer Top Skillsets Based On Gartner Survey",2019-12-08T04:55:24Z,12/8/2019,04:55:24Z,2533,106,9,Dec,KrishNaik
1307,Role of Data Analyst Vs Role of Business Analyst,2019-12-07T12:41:40Z,12/7/2019,12:41:40Z,5463,205,19,Dec,KrishNaik
1308,Data Scientist Vs Machine Learning Researcher Vs Machine Learning Engineer,2019-12-07T06:24:43Z,12/7/2019,06:24:43Z,3343,147,19,Dec,KrishNaik
1309,Perform Web Scraping On Wikipedia- Data Science,2019-12-05T16:57:13Z,12/5/2019,16:57:13Z,18572,409,87,Dec,KrishNaik
1310,Important Points Everybody Should Know While Implementing Data Science Projects,2019-12-04T13:06:44Z,12/4/2019,13:06:44Z,6015,314,43,Dec,KrishNaik
1311,Tutorial 24-Z Score Statistics Data Science,2019-12-03T19:35:21Z,12/3/2019,19:35:21Z,107523,2349,109,Dec,KrishNaik
1312,Air Quality Index Prediction- Data Collection Part 1,2019-12-03T02:43:50Z,12/3/2019,02:43:50Z,153968,1375,355,Dec,KrishNaik
1313,How to Optimize Linked In Profile For Data Scientist Jobs,2019-12-02T13:28:45Z,12/2/2019,13:28:45Z,9738,346,54,Dec,KrishNaik
1314,Tutorial 25- Probability Density function and CDF- EDA-Data Science,2019-11-30T04:15:57Z,11/30/2019,04:15:57Z,118661,3012,167,Nov,KrishNaik
1315,Tutorial 24- Histogram in EDA- Data Science,2019-11-29T10:47:55Z,11/29/2019,10:47:55Z,62557,1287,15,Nov,KrishNaik
1316,"Tutorial 23-Univariate, Bivariate and Multivariate Analysis- Part2 (EDA)-Data Science",2019-11-28T12:54:22Z,11/28/2019,12:54:22Z,108829,2002,72,Nov,KrishNaik
1317,"Tutorial 22-Univariate, Bivariate and Multivariate Analysis- Part1 (EDA)-Data Science",2019-11-27T19:59:11Z,11/27/2019,19:59:11Z,260166,5270,126,Nov,KrishNaik
1318,How Can A Non Technical Person Become Data Scientist,2019-11-27T12:50:20Z,11/27/2019,12:50:20Z,154615,4584,489,Nov,KrishNaik
1319,AI VS ML VS DL VS Data Science,2019-11-26T14:40:58Z,11/26/2019,14:40:58Z,2463058,59650,1614,Nov,KrishNaik
1320,A/B Testing In Data Science,2019-11-25T12:53:51Z,11/25/2019,12:53:51Z,40524,920,36,Nov,KrishNaik
1321,Word2Vec Easily Explained- Data Science,2019-11-24T11:51:31Z,11/24/2019,11:51:31Z,132362,2164,126,Nov,KrishNaik
1322,Hiring Process Of Data Scientist and Interns,2019-11-23T07:14:13Z,11/23/2019,07:14:13Z,16487,584,36,Nov,KrishNaik
1323,Best Programming Practices For Data Science,2019-11-22T13:16:28Z,11/22/2019,13:16:28Z,22833,965,36,Nov,KrishNaik
1324,MLMINDS Data Science Course Review,2019-11-21T16:31:03Z,11/21/2019,16:31:03Z,8858,194,39,Nov,KrishNaik
1325,What are the Prerequisites To Learn Data Science,2019-11-21T13:30:31Z,11/21/2019,13:30:31Z,38794,1454,84,Nov,KrishNaik
1326,Top 5 Technology To Learn in 2020,2019-11-20T13:28:38Z,11/20/2019,13:28:38Z,29048,940,87,Nov,KrishNaik
1327,Apply Data Science Technique In Your Domain,2019-11-19T17:48:52Z,11/19/2019,17:48:52Z,2140,116,27,Nov,KrishNaik
1328,What Are Data Products?,2019-11-18T17:18:27Z,11/18/2019,17:18:27Z,6497,226,16,Nov,KrishNaik
1329,How To Apply Reverse Engineering To Learn Data Science,2019-11-17T17:19:10Z,11/17/2019,17:19:10Z,10752,537,25,Nov,KrishNaik
1330,How To Become Freelancer Data Scientist,2019-11-13T13:24:53Z,11/13/2019,13:24:53Z,65445,2293,67,Nov,KrishNaik
1331,My Experience In Service Based and Product Based Company,2019-11-12T13:27:20Z,11/12/2019,13:27:20Z,110368,3415,272,Nov,KrishNaik
1332,What Can We Do After Engineering? Career Guidance(MBA or MTech or Masters or UPSC),2019-11-11T19:50:18Z,11/11/2019,19:50:18Z,4428,218,32,Nov,KrishNaik
1333,Tutorial 5- Deployment Of Movie Recommendation Model By My Subscriber In Heroku,2019-11-11T12:07:04Z,11/11/2019,12:07:04Z,15748,293,25,Nov,KrishNaik
1334,Tutorial 24- Max Pooling Layer In CNN,2019-11-10T13:31:25Z,11/10/2019,13:31:25Z,81142,1971,82,Nov,KrishNaik
1335,Tutorial 23- Operation Of CNN(CNN vs ANN),2019-11-10T03:34:41Z,11/10/2019,03:34:41Z,81704,2205,85,Nov,KrishNaik
1336,Reverse Engineering -An Efficient Way To Learn Machine Learning,2019-11-09T04:16:39Z,11/9/2019,04:16:39Z,8314,316,29,Nov,KrishNaik
1337,Machine Learning Researcher Vs Data Scientist,2019-11-08T13:34:41Z,11/8/2019,13:34:41Z,2375,140,18,Nov,KrishNaik
1338,Standardization Vs Normalization- Feature Scaling,2019-11-07T13:20:38Z,11/7/2019,13:20:38Z,235743,6575,262,Nov,KrishNaik
1339,How To Crack Interviews in Product Based Companies Like Amazon or Google,2019-11-06T13:36:17Z,11/6/2019,13:36:17Z,24006,826,52,Nov,KrishNaik
1340,"Tutorial 21- Python OOPS Tutorial- Classes, Variables, Methods and Objects",2019-11-06T03:54:46Z,11/6/2019,03:54:46Z,67904,1317,63,Nov,KrishNaik
1341,Business Analyst Vs Data Analyst,2019-11-05T12:52:30Z,11/5/2019,12:52:30Z,45237,1560,67,Nov,KrishNaik
1342,Tutorial 20- How To Import All Important Python Data Science Libraries Using Pyforest,2019-11-04T16:54:55Z,11/4/2019,16:54:55Z,41261,993,48,Nov,KrishNaik
1343,"Skillset Data Scientist, Data Engineer and Domain Expertise Should Be Strong At",2019-11-04T12:13:43Z,11/4/2019,12:13:43Z,3488,160,18,Nov,KrishNaik
1344,Tutorial 19-  Python Iterables vs Iterators,2019-11-04T03:49:12Z,11/4/2019,03:49:12Z,47095,1111,38,Nov,KrishNaik
1345,Top 5 Programming Language To Learn in 2020,2019-11-03T15:11:51Z,11/3/2019,15:11:51Z,10439,351,58,Nov,KrishNaik
1346,Tutorial 18- Python Advanced String Formatting,2019-11-03T10:45:09Z,11/3/2019,10:45:09Z,39950,803,20,Nov,KrishNaik
1347,Tutorial 17- Python List Comprehension,2019-11-03T06:55:35Z,11/3/2019,06:55:35Z,52308,1165,32,Nov,KrishNaik
1348,My Path Towards 50K Subscribers,2019-11-02T05:47:50Z,11/2/2019,05:47:50Z,949,91,35,Nov,KrishNaik
1349,Why Machine Learning Projects Fail In Production,2019-10-31T14:31:58Z,10/31/2019,14:31:58Z,5841,302,34,Oct,KrishNaik
1350,Tutorial 4- Deployment Of ML Models In AWS EC2 Instance,2019-10-30T15:58:32Z,10/30/2019,15:58:32Z,94645,1888,155,Oct,KrishNaik
1351,Live Q&A,2019-10-29T15:14:07Z,10/29/2019,15:14:07Z,3266,193,28,Oct,KrishNaik
1352,Top 5 Python IDEs For Data Science,2019-10-28T13:57:08Z,10/28/2019,13:57:08Z,28565,729,51,Oct,KrishNaik
1353,Happy Diwali EveryOne- Motivation And Inspiration Is All We Need,2019-10-27T07:49:30Z,10/27/2019,07:49:30Z,1688,118,29,Oct,KrishNaik
1354,How To Review An Online Course For Data Science,2019-10-26T07:49:47Z,10/26/2019,07:49:47Z,6754,231,114,Oct,KrishNaik
1355,Will AutoML Replace Data Scientist Job? Myth,2019-10-25T16:04:34Z,10/25/2019,16:04:34Z,8986,381,45,Oct,KrishNaik
1356,Future Scope Of Data Science,2019-10-24T16:00:23Z,10/24/2019,16:00:23Z,35575,1087,87,Oct,KrishNaik
1357,Never Give Up- My Story,2019-10-23T14:41:42Z,10/23/2019,14:41:42Z,94222,5122,360,Oct,KrishNaik
1358,Tutorial 16- Filter Functions In Python,2019-10-23T04:31:15Z,10/23/2019,04:31:15Z,50782,903,24,Oct,KrishNaik
1359,Tutorial 15- Map Functions using Python,2019-10-22T15:30:40Z,10/22/2019,15:30:40Z,75892,1554,48,Oct,KrishNaik
1360,Tutorial 14 - List Comprehension using Python,2019-10-22T15:30:34Z,10/22/2019,15:30:34Z,3253,89,4,Oct,KrishNaik
1361,Tutorial 13- Python Lambda Functions,2019-10-22T15:29:56Z,10/22/2019,15:29:56Z,58867,1272,32,Oct,KrishNaik
1362,Non Technical Skills That We Must Have As A Data Scientist,2019-10-22T13:28:35Z,10/22/2019,13:28:35Z,4319,219,19,Oct,KrishNaik
1363,How To Implement A Real World Usecase or Project For Data Science,2019-10-21T13:18:00Z,10/21/2019,13:18:00Z,9182,477,61,Oct,KrishNaik
1364,Steps To Get Jobs as Data Scientist For Freshers and Experienced Professionals,2019-10-21T06:46:34Z,10/21/2019,06:46:34Z,7328,305,30,Oct,KrishNaik
1365,"Tutorial 12- Python Functions, Positional and Keywords Arguments",2019-10-20T14:26:46Z,10/20/2019,14:26:46Z,66552,1162,30,Oct,KrishNaik
1366,My Path From Dot Net Developer To Data Scientist- Motivation,2019-10-19T13:10:48Z,10/19/2019,13:10:48Z,27375,888,125,Oct,KrishNaik
1367,Automated Machine Learning In Python (Automl),2019-10-18T13:47:48Z,10/18/2019,13:47:48Z,19618,624,53,Oct,KrishNaik
1368,Top 3 Skillset In Data Science That We Should Have,2019-10-17T13:16:45Z,10/17/2019,13:16:45Z,10254,480,37,Oct,KrishNaik
1369,How To Go Ahead in Writing Research Papers,2019-10-16T12:58:34Z,10/16/2019,12:58:34Z,24514,955,62,Oct,KrishNaik
1370,How To Apply And Get Internship For Data Science Opportunities,2019-10-11T16:42:24Z,10/11/2019,16:42:24Z,71051,3120,135,Oct,KrishNaik
1371,Fast.ai Course and Why We Should Learn It?,2019-10-10T13:45:28Z,10/10/2019,13:45:28Z,27266,883,63,Oct,KrishNaik
1372,How Did I Learn Deep Learning in 2.5 months?,2019-10-09T15:02:26Z,10/9/2019,15:02:26Z,41798,1615,85,Oct,KrishNaik
1373,Live Q&A- Answering your Questions.,2019-10-08T15:37:04Z,10/8/2019,15:37:04Z,3867,235,38,Oct,KrishNaik
1374,Why Data Structures Are Important For Every Programmer?,2019-10-07T13:21:19Z,10/7/2019,13:21:19Z,45302,2362,86,Oct,KrishNaik
1375,Why Data Scientist Require Knowledge In Linux OS?,2019-10-05T13:42:38Z,10/5/2019,13:42:38Z,16476,716,62,Oct,KrishNaik
1376,Tutorial 3- Deployment of NLP Model in Heroku Cloud,2019-10-05T03:02:25Z,10/5/2019,03:02:25Z,32794,565,60,Oct,KrishNaik
1377,Flask Vs Django and When Should You Use What?,2019-10-04T12:43:30Z,10/4/2019,12:43:30Z,94271,3325,101,Oct,KrishNaik
1378,Why Are You Not Getting Interview Calls for Data Science?,2019-10-03T13:36:05Z,10/3/2019,13:36:05Z,22284,1030,103,Oct,KrishNaik
1379,Live Q&A.,2019-10-02T16:25:14Z,10/2/2019,16:25:14Z,3649,245,30,Oct,KrishNaik
1380,"Tutorial 10- Seaborn- Countplot(), Violinplot(), Boxplot()- Part2",2019-10-02T09:42:14Z,10/2/2019,09:42:14Z,70483,1297,53,Oct,KrishNaik
1381,"Tutorial 9- Seaborn Tutorial- Distplot, Joinplot, Pairplot  Part 1",2019-10-02T09:28:57Z,10/2/2019,09:28:57Z,108032,1963,82,Oct,KrishNaik
